禁止 | kinshi | Cấm chỉ | Cấm | Prohibition | 立入禁止の 看板の 前で、彼は [禁止された 理由を 悲しげに] 語った。~さびしげ | Trước tấm biển cấm vào, anh ấy đã kể về lý do bị cấm đoán với vẻ mặt buồn bã. | In front of the "No Entry" sign, he talked about the reason for the prohibition with a sad look. | そのような様子に見える。 | Diễn tả vẻ bề ngoài hoặc cảm xúc (Vẻ.../Có vẻ...). | Indicates an appearance or emotion based on observation. | Tuần_1_Ngày_1_N2
無香料 | mukouryou | Vô Hương Liệu | Không mùi | Unscented | [無香料の 洗剤を 探した 末に]、ネットで ようやく 見つけた。~末に | Sau một hồi tìm kiếm loại bột giặt không mùi, cuối cùng tôi cũng thấy trên mạng. | After searching for unscented detergent, I finally found it online. | 長い 時間の 後で。 | Sau một quá trình dài... kết quả là. | After a long time... | Tuần_5_Ngày_2_N2
香辛料 | koushinryou | Hương Tân Liệu | Gia vị | Spices | [香辛料を 入れすぎた あまり]、辛くて 食べられなくなった。~あまり | Vì lỡ cho quá nhiều gia vị mà món ăn cay đến mức không thể ăn nổi. | Because I put in too many spices, it became too spicy to eat. | ～すぎるので。 | Vì quá... nên. | Because of too much... | Tuần_5_Ngày_2_N2
軟弱 | nanjaku | Nhuyễn Nhược | Yếu đuối | Weak | [軟弱な 自分を 鍛えようと 練習した 末に]、黒帯を 取得した。~末に | Sau một thời gian dài luyện tập để rèn luyện bản thân yếu đuối, tôi đã lấy được đai đen. | After training to strengthen my weak self, I finally got a black belt. | 長い 時間の 後で。 | Sau một quá trình dài... kết quả là. | After a long time... | Tuần_5_Ngày_2_N2
柔軟体操 | juunantaisou | Nhu Nhuyễn Thể Thao | Bài tập khởi động | Warm-up | [柔軟体操を 怠った あげく]、試合中に 足を 痛めてしまった。~あげく | Sau khi lơ là bài tập khởi động, cuối cùng tôi đã bị đau chân ngay trong trận đấu. | After neglecting warm-up exercises, I ended up hurting my leg during the match. | いろいろ～した後で。 | Sau một hồi... cuối cùng lại. | After a long process... | Tuần_5_Ngày_2_N2
軟らかい | yawarakai | Nhuyễn | Nhão, mềm | Soft/Mushy | [軟らかい ご飯を 炊こうと したが、水を 間違えて 炊かずじまい] だった。~ずじまい | Tôi đã định nấu cơm nếp nhão nhưng nhầm lượng nước nên rốt cuộc chẳng nấu nữa. | I tried to cook soft rice, but I got the water amount wrong and didn't cook it. | ～しないで終わる。 | Định làm... nhưng rốt cuộc không làm. | Ended up not doing... | Tuần_5_Ngày_2_N2
溶岩 | yougan | Dung Nham | Dung nham | Lava | [溶岩が 迫ってくるのを 恐れた あまり]、荷物を 置いて 逃げ出した。~あまり | Vì quá sợ hãi khi dung nham đang ập đến, tôi đã bỏ lại hành lý mà tháo chạy. | Because I was so afraid of the lava approaching, I left my luggage and fled. | ～すぎるので。 | Vì quá... nên. | Because of too much... | Tuần_5_Ngày_2_N2
溶ける | tokeru | Dung | Tan chảy | To melt | [アイスが 溶けるのを 忘れて 喋り続けた あげく]、服を 汚してしまった。~あげく | Sau một hồi mải buôn chuyện mà quên mất kem đang tan, cuối cùng tôi đã làm bẩn cả áo. | After talking and forgetting the ice cream was melting, I ended up staining my clothes. | いろいろ～した後で。 | Sau một hồi... cuối cùng lại. | After a long process... | Tuần_5_Ngày_2_N2
溶かす | tokasu | Dung | Làm tan | To dissolve | [砂糖を 溶かそうと 混ぜ続けた 末に]、完璧な シロップが できた。~末に | Sau một hồi miệt mài khuấy để làm tan đường, một loại siro hoàn hảo đã được tạo ra. | After mixing for a long time to dissolve the sugar, a perfect syrup was made. | 長い 時間の 後で。 | Sau một quá trình dài... kết quả là. | After a long time... | Tuần_5_Ngày_2_N2
洗濯 | sentaku | Tiển Trạc | Giặt giũ | Laundry | [洗濯を しようと 思ったが、雨が 降ってきたので せずじまい] だった。~ずじまい | Tôi đã định giặt đồ nhưng vì trời mưa nên rốt cuộc lại chẳng giặt. | I thought about doing the laundry, but since it started raining, I didn't. | ～しないで終わる。 | Định làm... nhưng rốt cuộc không làm. | Ended up not doing... | Tuần_5_Ngày_2_N2
洗濯機 | sentakuki | Tiển Trạc Cơ | Máy giặt | Washing machine | [洗濯機を 修理しようと 頑張った あげく]、さらに 壊してしまった。~あげく | Sau một hồi cố gắng tự sửa máy giặt, cuối cùng tôi lại làm nó hỏng nặng hơn. | After trying hard to fix the washing machine, I ended up breaking it more. | いろいろ～した後で。 | Sau một hồi... cuối cùng lại. | After a long process... | Tuần_5_Ngày_2_N2
直接 | chokusetsu | Trực Tiếp | Trực tiếp | Direct | [直接 会って 話そうと したが、時間が 合わず 会わずじまい] だった。~ずじまい | Tôi đã định gặp trực tiếp để nói chuyện nhưng vì không khớp thời gian nên rốt cuộc chẳng gặp được. | I tried to meet and talk directly, but we couldn't match our schedules and didn't meet. | ～しないで終わる。 | Định làm... nhưng rốt cuộc không làm. | Ended up not doing... | Tuần_5_Ngày_2_N2
間接 | kansetsu | Gian Tiếp | Gián tiếp | Indirect | [間接的に 伝えようと 悩んだ 末に]、メールを 送ることに した。~末に | Sau một hồi trăn trở định truyền đạt một cách gián tiếp, tôi đã quyết định gửi email. | After agonizing over trying to convey it indirectly, I decided to send an email. | 長い 時間の 後で。 | Sau một quá trình dài... kết quả là. | After a long time... | Tuần_5_Ngày_2_N2
面接 | mensetsu | Diện Tiếp | Phỏng vấn | Interview | [面接の 結果を 待ち続けた あげく]、不採用の 通知が 届いた。~あげく | Sau một hồi chờ đợi kết quả phỏng vấn, cuối cùng thông báo không trúng tuyển đã gửi đến. | After waiting for the interview results for a long time, a rejection notice arrived. | いろいろ～した後で。 | Sau một hồi... cuối cùng lại. | After a long process... | Tuần_5_Ngày_2_N2
接近 | sekkin | Tiếp Cận | Tiếp cận | Approach | [台風が 接近するのを 心配した あまり]、一晩中 寝られなかった。~あまり | Vì quá lo lắng về việc bão đang tiếp cận mà tôi đã không thể ngủ suốt cả đêm. | Because I was so worried about the typhoon approaching, I couldn't sleep all night. | ～すぎるので。 | Vì quá... nên. | Because of too much... | Tuần_5_Ngày_2_N2
塗る | nuru | Đồ | Sơn, quét | To paint | [薬を 塗り忘れた あまり]、症状が 悪化してしまった。~あまり | Vì quá lơ đễnh mà quên bôi thuốc nên triệu chứng đã bị xấu đi. | Because I forgot to apply the medicine, the symptoms worsened. | ～すぎるので。 | Vì quá... nên. | Because of too much... | Tuần_5_Ngày_2_N2
一緒 | issho | Nhất Tự | Cùng nhau | Together | [一緒に 勉強しようと 誘ったが、結局 せずじまい] だった。~ずじまい | Tôi đã rủ học cùng nhau nhưng rốt cuộc cả hai lại chẳng học hành gì. | I invited them to study together, but in the end, we didn't study. | ～しないで終わる。 | Định làm... nhưng rốt cuộc không làm. | Ended up not doing... | Tuần_5_Ngày_2_N2
泥 | doro | Nê | Bùn | Mud | [泥だらけに なって 遊んだ あげく]、母に 酷く 叱られた。~あげく | Sau một hồi chơi bời lấm lem đầy bùn đất, cuối cùng tôi đã bị mẹ mắng một trận tơi bời. | After playing and getting covered in mud, I was severely scolded by my mother. | いろいろ～した後で。 | Sau một hồi... cuối cùng lại. | After a long process... | Tuần_5_Ngày_2_N2
泥棒 | dorobou | Nê Bổng | Ăn trộm | Thief | [泥棒を 捕まえようと 追いかけた 末に]、警察に 引き渡した。~末に | Sau một hồi đuổi theo để bắt kẻ trộm, cuối cùng tôi đã bàn giao hắn cho cảnh sát. | After chasing the thief to catch him, I finally handed him over to the police. | 長い 時間の 後で。 | Sau một quá trình dài... kết quả là. | After a long time... | Tuần_5_Ngày_2_N2
卵黄 | ranou | Noãn Hoàng | Lòng đỏ trứng | Egg yolk | [卵黄を 分けようと したが、潰れてしまい 使わずじまい] だった。~ずじまい | Tôi đã định tách lòng đỏ trứng ra nhưng nó bị vỡ nên rốt cuộc chẳng dùng nữa. | I tried to separate the egg yolk, but it broke, and I ended up not using it. | ～しないで終わる。 | Định làm... nhưng rốt cuộc không làm. | Ended up not doing... | Tuần_5_Ngày_2_N2
黄身 | kimi | Hoàng Thân | Lòng đỏ trứng | Egg yolk | [黄身を 混ぜようか 悩んだ あげく]、そのまま 食べることに した。~あげく | Sau một hồi phân vân không biết có nên trộn lòng đỏ không, cuối cùng tôi quyết định cứ thế mà ăn. | After hesitating whether to mix the yolk, I decided to eat it as it is. | いろいろ～した後で。 | Sau một hồi... cuối cùng lại. | After a long process... | Tuần_5_Ngày_2_N2
黄色 | kiiro | Hoàng Sắc | Màu vàng | Yellow | [黄色い ペンを 探した 末に]、引き出しの 奥で 見つけた。~末に | Sau một hồi tìm kiếm cây bút màu vàng, cuối cùng tôi đã thấy nó ở sâu trong ngăn kéo. | After searching for a yellow pen, I finally found it in the back of the drawer. | 長い 時間の 後で。 | Sau một quá trình dài... kết quả là. | After a long time... | Tuần_5_Ngày_2_N2
用途 | youto | Dụng Đồ | Ứng dụng | Usage | [新しい用途を 発見した ところ]、売上が 急激に 伸びた。~たところ | Sau khi phát hiện ra ứng dụng mới, doanh thu đã tăng trưởng nhanh chóng. | Upon discovering a new usage, sales grew rapidly. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
途中 | tochuu | Đồ Trung | Giữa chừng | On the way | [帰宅の 途中で 雨に 降られた あげく]、風邪を ひいてしまった。~たあげく | Sau một hồi bị dầm mưa giữa đường về nhà, cuối cùng tôi đã bị cảm. | After getting caught in the rain on the way home, I ended up catching a cold. | いろいろ～した後で（悪い結果）。 | Sau một hồi... cuối cùng lại (kết quả xấu). | After a long process... (negative result). | Tuần_5_Ngày_3_N2
中途 | chuuto | Trung Đồ | Giữa chừng | Halfway | [中途採用の 面接を 受けた ところ]、即採用が 決まった。~たところ | Sau khi tham gia phỏng vấn tuyển dụng giữa chừng, tôi đã được quyết định tuyển ngay. | Upon taking the mid-career interview, I was hired immediately. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
途端 | totan | Đồ Đoan | Ngay khi | The moment | [窓を 開けた 途端]、部屋の 具合が 悪くなるほど 強い風が 吹いた。~た途端 | Ngay khi vừa mở cửa sổ, một luồng gió mạnh thổi vào đến mức làm tình trạng căn phòng tệ đi. | The moment I opened the window, such a strong wind blew that the room's condition worsened. | ～した瞬間に。 | Ngay khi / Vừa lúc... (bất ngờ). | Just as... / The moment... | Tuần_5_Ngày_3_N2
道具 | dougu | Đạo Cụ | Dụng cụ | Tool | [道具を 片付けた きり]、彼は 倉庫から 出てこない。~きり | Kể từ khi dọn dẹp dụng cụ xong, anh ấy suốt không thấy ra khỏi kho. | Since he finished tidying the tools, he hasn't come out of the warehouse. | ～したままずっと。 | Kể từ khi... (suốt không thay đổi). | Since... (and ever since). | Tuần_5_Ngày_3_N2
具合 | guai | Cụ Hợp | Tình trạng | Condition | [体の 具合を 相談した ところ]、すぐに 入院を 勧められた。~たところ | Sau khi thảo luận về tình trạng cơ thể, tôi đã được khuyên nhập viện ngay. | Upon consulting about my physical condition, hospitalization was recommended immediately. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
家具 | kagu | Gia Cụ | Đồ nội thất | Furniture | [家具を 買い換えた 途端]、部屋が 急に 明るく 感じられた。~た途端 | Vừa lúc thay đồ nội thất mới xong, căn phòng đột nhiên tạo cảm giác sáng sủa hẳn lên. | The moment I replaced the furniture, the room suddenly felt brighter. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
雨具 | amagu | Vũ Cụ | Đồ đi mưa | Rain gear | [雨具を 忘れた あげく]、服を びしょ濡れにしてしまった。~たあげく | Sau khi lỡ quên đồ đi mưa, cuối cùng tôi đã làm quần áo ướt sũng. | After forgetting rain gear, I ended up getting my clothes soaking wet. | いろいろ～した後で。 | Sau một hồi... cuối cùng lại. | After a long process... | Tuần_5_Ngày_3_N2
起床 | kishou | Khởi Sàng | Thức dậy | Waking up | [今朝 起床した 途端]、激しい 頭痛に 襲われた。~た途端 | Ngay khi vừa thức dậy sáng nay, tôi đã bị một cơn đau đầu dữ dội ập đến. | The moment I woke up this morning, I was hit by a severe headache. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
床 | yuka | Sàng | Sàn nhà | Floor | [床を 磨き上げた ところ]、鏡のように ピカピカに なった。~たところ | Sau khi đánh bóng sàn nhà xong, nó đã trở nên bóng loáng như gương. | Upon polishing the floor, it became shiny like a mirror. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
床屋 | tokoya | Sàng ỐC | Tiệm cắt tóc | Barbershop | [床屋に 行った きり]、三時間も 戻ってこない。~きり | Kể từ khi đi tiệm cắt tóc, suốt ba tiếng đồng hồ anh ấy vẫn chưa quay lại. | Since he went to the barbershop, he hasn't returned for three hours. | ～したままずっと。 | Kể từ khi... | Since... | Tuần_5_Ngày_3_N2
床の間 | tokonoma | Sàng Gian | Góc trang trí | Alcove | [床の間の 飾りを 変えた 途端]、部屋の 雰囲気が 変わった。~た途端 | Vừa lúc thay đổi đồ trang trí ở góc Tokonoma, không khí căn phòng đã thay đổi hẳn. | The moment I changed the decorations in the alcove, the room's atmosphere changed. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
壁 | kabe | Bích | Tường | Wall | [壁を 塗り替えた ところ]、新築の ように きれいに なった。~たところ | Sau khi quét sơn lại bức tường, nó đã trở nên đẹp như nhà mới xây. | Upon repainting the wall, it became as beautiful as a new building. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
乾電池 | kandentchi | Can Điện Trì | Pin khô | Dry battery | [乾電池を 入れ換えた 途端]、時計が 動き出した。~た途端 | Ngay khi vừa thay pin khô xong, chiếc đồng hồ đã bắt đầu chạy. | The moment I replaced the dry battery, the clock started moving. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
乾く | kawaku | Can | Khô | To dry | [洗濯物が 乾いた ところ]、急に 雨が 降り出した。~たところ | Đúng lúc quần áo vừa khô xong thì đột nhiên trời đổ mưa. | Just as the laundry dried, it suddenly started to rain. | ～した直後。 | Ngay sau khi... (thường là sự trùng hợp). | Just after... | Tuần_5_Ngày_3_N2
乾かす | kawakasu | Can | Làm khô | To dry | [髪を 乾かした きり]、鏡を 見るのも 忘れて 寝てしまった。~きり | Kể từ khi làm khô tóc xong, tôi đã quên cả soi gương mà cứ thế đi ngủ luôn. | Since I dried my hair, I forgot to look in the mirror and went to sleep. | ～したままずっと。 | Kể từ khi... | Since... | Tuần_5_Ngày_3_N2
毛布 | moufu | Mao Bố | Chăn | Blanket | [毛布を 出した 途端]、部屋が 暖かく 感じられた。~た途端 | Vừa lúc lôi chăn ra, tôi đã cảm thấy căn phòng trở nên ấm áp. | The moment I took out the blanket, the room felt warm. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
分布 | bunpu | Phân Bố | Phân bố | Distribution | [データの 分布を 調べた ところ]、意外な 事実が 判明した。~たところ | Sau khi kiểm tra sự phân bố của dữ liệu, một sự thật bất ngờ đã sáng tỏ. | Upon investigating the distribution of data, an unexpected fact was revealed. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
座布団 | zabuton | Tọa Bố Đoàn | Đệm ngồi | Cushion | [座布団に 座った 途端]、あまりの 心地よさに 眠ってしまった。~た途端 | Ngay khi vừa ngồi xuống đệm, vì quá thoải mái mà tôi đã ngủ thiếp đi. | The moment I sat on the cushion, I fell asleep due to the extreme comfort. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
布 | nuno | Bố | Vải | Cloth | [布を 裁断した あげく]、サイズを 間違えていた ことに 気づいた。~たあげく | Sau một hồi cắt vải xong, cuối cùng tôi mới nhận ra mình đã nhầm kích cỡ. | After cutting the cloth, I finally noticed I had the wrong size. | いろいろ～した後で。 | Sau một hồi... cuối cùng lại. | After a long process... | Tuần_5_Ngày_3_N2
電柱 | dentchuu | Điện Trụ | Cột điện | Utility pole | [電柱に 車を ぶつけた 途端]、周囲が 停電した。~た途端 | Ngay khi vừa đâm xe vào cột điện, khu vực xung quanh đã bị mất điện. | The moment the car hit the utility pole, a power outage occurred nearby. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
柱 | hashira | Trụ | Cột | Pillar | [柱を 立てた ところ]、ようやく 建物の 形が 見えてきた。~たところ | Sau khi dựng cột xong, cuối cùng hình dáng tòa nhà cũng dần hiện ra. | Upon erecting the pillars, the shape of the building finally became visible. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
防虫剤 | bouchuuzai | Phòng Trùng Tế | Thuốc chống côn trùng | Insect repellent | [防虫剤を 置いた ところ]、虫が 全く 来なくなった。~たところ | Sau khi đặt thuốc chống côn trùng, lũ sâu bọ hoàn toàn không đến nữa. | Upon placing the insect repellent, no insects came anymore. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
殺虫剤 | satchuuzai | Sát Trùng Tế | Thuốc diệt côn trùng | Insecticide | [殺虫剤を まいた 途端]、虫が 次々と 落ちてきた。~た途端 | Vừa lúc phun thuốc diệt côn trùng, lũ sâu bọ cứ thế lần lượt rơi xuống. | The moment I sprayed insecticide, insects fell one after another. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
虫 | mushi | Trùng | Côn trùng | Insect | [虫を 見つけた 途端]、彼女は 大声で 叫び出した。~た途端 | Ngay khi vừa nhìn thấy sâu bọ, cô ấy đã hét toáng lên. | The moment she saw the insect, she started screaming loudly. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
虫歯 | mushiba | Trùng Xỉ | Sâu răng | Cavity | [虫歯を 放置した あげく]、抜かなければ ならなくなった。~たあげく | Sau một hồi cứ mặc kệ cái răng sâu, cuối cùng tôi đã phải nhổ nó đi. | After leaving the cavity alone, I ended up having to have it pulled. | いろいろ～した後で。 | Sau một hồi... cuối cùng lại. | After a long process... | Tuần_5_Ngày_3_N2
歯科 | shika | Xỉ Khoa | Nha khoa | Dentistry | [歯科に 行った ところ]、予想以上に 治療が 長引いた。~たところ | Sau khi đến nha khoa, việc điều trị đã kéo dài hơn tôi dự tính. | Upon going to the dentistry, the treatment lasted longer than expected. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
歯周病 | shishuubyou | Xỉ Chu Bệnh | Bệnh về nướu | Gum disease | [歯周病を 治療した 途端]、口の 中が すっきりした。~た途端 | Vừa lúc điều trị xong bệnh về nướu, trong khoang miệng cảm thấy rất dễ chịu. | The moment I treated the gum disease, my mouth felt refreshed. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
歯医者 | haisha | Xỉ Y Giả | Nha sĩ | Dentist | [歯医者に 行った きり]、彼は まだ 戻ってこない。~きり | Kể từ khi đi gặp nha sĩ, anh ấy vẫn suốt chưa quay lại. | Since he went to the dentist, he hasn't come back yet. | ～したままずっと。 | Kể từ khi... | Since... | Tuần_5_Ngày_3_N2
歯車 | haguruma | Xỉ Xa | Bánh răng | Gear | [歯車を 交換した ところ]、機械が 正常に 動き出した。~たところ | Sau khi thay bánh răng, máy móc đã bắt đầu hoạt động bình thường. | Upon replacing the gears, the machine started moving normally. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
予防 | yobou | Dự Phòng | Dự phòng | Prevention | [予防を 怠った あげく]、インフルエンザに かかってしまった。~たあげく | Sau khi lơ là việc dự phòng, cuối cùng tôi đã bị nhiễm cúm. | After neglecting prevention, I ended up catching the flu. | いろいろ～した後で。 | Sau một hồi... cuối cùng lại. | After a long process... | Tuần_5_Ngày_3_N2
消防 | shoubou | Tiêu Phòng | Cứu hỏa | Firefighting | [消防に 連絡した 途端]、サイレンの 音が 聞こえてきた。~た途端 | Ngay khi vừa liên lạc cho bên cứu hỏa, tôi đã nghe thấy tiếng còi hú vang lên. | The moment I contacted the fire department, I heard the sound of sirens. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
防止 | boushi | Phòng Chỉ | Phòng chống | Prevention | [事故の 防止を 訴えた ところ]、多くの 賛同を 得られた。~たところ | Sau khi kêu gọi phòng chống tai nạn, tôi đã nhận được rất nhiều sự tán thành. | Upon pleading for accident prevention, I gained much support. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
防ぐ | fusegu | Phòng | Phòng tránh | To prevent | [再発を 防ごうと 努力した 末に]、成功を 収めた。~末に | Sau một thời gian dài nỗ lực định phòng tránh sự tái phát, cuối cùng đã thu được thành công. | After efforts to prevent recurrence, success was achieved. | 長い 時間の 後で。 | Sau một quá trình dài... kết quả là. | After a long time... | Tuần_5_Ngày_3_N2
磨く | migaku | Ma | Đánh bóng | To polish | [靴を 磨き上げた 途端]、雨が 降り出して がっかりした。~た途端 | Vừa lúc đánh bóng đôi giày xong thì trời lại đổ mưa làm tôi thật thất vọng. | The moment I polished my shoes, it started raining and I was disappointed. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
歯磨き | hamigaki | Xỉ Ma | Đánh răng | Toothbrushing | [歯磨きを した きり]、何も 食べずに 寝てしまった。~きり | Kể từ khi đánh răng xong, tôi cứ thế đi ngủ mà không ăn thêm gì nữa. | Since I brushed my teeth, I went to sleep without eating anything. | ～したままずっと。 | Kể từ khi... | Since... | Tuần_5_Ngày_3_N2
抜群 | batsugun | Bạt Quần | Xuất chúng | Outstanding | [成績が 抜群な ことを 通じて]、彼は 奨学金を 勝ち取った。~を 通じて | Thông qua việc có thành tích xuất chúng, anh ấy đã giành được học bổng. | Through his outstanding grades, he won a scholarship. | ～を手段にして。 | Thông qua... | Through... | Tuần_5_Ngày_3_N2
抜ける | nukeru | Bạt | Thiếu, sót | To fall out | [髪が 抜けるのを 心配した あまり]、毎日 鏡を チェックしている。~あまり | Vì quá lo lắng về việc tóc rụng (thiếu đi) mà mỗi ngày tôi đều kiểm tra gương. | Because I was so worried about hair falling out, I check the mirror every day. | ～すぎるので。 | Vì quá... nên. | Because of too much... | Tuần_5_Ngày_3_N2
抜く | nuku | Bạt | Lấy ra, nhổ | To pull out | [雑草を 抜いた ところ]、庭が とても すっきりした。~たところ | Sau khi nhổ sạch cỏ dại, khu vườn đã trở nên rất thoáng đãng. | Upon pulling out the weeds, the garden became very tidy. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
追い抜く | oinuku | Truy Bạt | Vượt qua | To overtake | [ライバルを 追い抜いた 途端]、足が 急に 重くなった。~た途端 | Ngay khi vừa vượt qua đối thủ, đôi chân tôi đột nhiên trở nên nặng trĩu. | The moment I overtook my rival, my legs suddenly felt heavy. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
悩む | nayamu | Não | Lo lắng | To worry | [一人で 悩んだ 末に]、親友に 全てを 打ち明けた。~末に | Sau một thời gian dài trăn trở lo lắng một mình, tôi đã tâm sự hết với bạn thân. | After worrying alone for a long time, I opened up everything to my best friend. | 長い 時間の 後で。 | Sau một quá trình dài... kết quả là. | After a long time... | Tuần_5_Ngày_3_N2
悩み | nayami | Não | Sự lo lắng | Worry | [長年の 悩みが 解決した 途端]、心が 軽くなった。~た途端 | Ngay lúc nỗi lo lắng suốt nhiều năm được giải quyết, tâm hồn tôi đã trở nên nhẹ nhõm. | The moment my long-term worry was resolved, my heart felt lighter. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
髪 | kami | Phát | Tóc | Hair | [髪を 切った ところ]、周りから 似合うと 褒められた。~たところ | Sau khi cắt tóc xong, tôi đã được mọi người xung quanh khen là rất hợp. | Upon cutting my hair, I was praised by those around me that it suited me. | ～したら、～という結果になった。 | Sau khi làm... thì thấy kết quả. | When I did... then (result). | Tuần_5_Ngày_3_N2
髪の毛 | kaminoke | Phát Mao | Sợi tóc | Hair strand | [髪の毛を 染めた 途端]、別人の ように 見えた。~た途端 | Vừa lúc nhuộm tóc xong, trông tôi như biến thành một người khác vậy. | The moment I dyed my hair, I looked like a different person. | ～した瞬間に。 | Ngay khi / Vừa lúc... | Just as... / The moment... | Tuần_5_Ngày_3_N2
白髪 | shiraga | Bạch Phát | Tóc bạc | Grey hair | [白髪を 見つけた あまり]、ショックで 鏡を 落としてしまった。~あまり | Vì quá sốc khi nhìn thấy tóc bạc mà tôi đã lỡ làm rơi cả gương. | Because I was so shocked to find grey hair, I dropped the mirror. | ～すぎるので。 | Vì quá... nên. | Because of too much... | Tuần_5_Ngày_3_N2
名刺 | meishi | Danh Thích | Danh thiếp | Business card | [名刺や 封筒といった 事務用品を] 大量に 注文した。~といった | Tôi đã đặt hàng lượng lớn đồ dùng văn phòng như là danh thiếp và phong bì. | I ordered a large quantity of office supplies such as business cards and envelopes. | ～など。 | Chẳng hạn như... / Tiêu biểu là... | Such as... / Like... | Tuần_5_Ngày_4_N2
刺激 | shigeki | Thích Kích | Kích thích | Stimulation | [事前の 予想に 反して]、その 刺激は それほど 強くなかった。~に 反して | Trái với dự đoán ban đầu, sự kích thích đó không mạnh đến mức ấy. | Contrary to prior expectations, the stimulation was not that strong. | ～とは反対に。 | Trái với... / Ngược lại với... | Contrary to... / Against... | Tuần_5_Ngày_4_N2
刺す | sasu | Thích | Đâm, chích | To stab/sting | [集めた 情報を もとに]、蜂が 人を 刺す 理由を 研究する。~を もとに | Nghiên cứu lý do loài ong chích người dựa trên những thông tin đã thu thập được. | Research the reasons bees sting people based on collected information. | ～を根拠にして。 | Dựa trên... / Căn cứ trên... | Based on... | Tuần_5_Ngày_4_N2
刺さる | sasaru | Thích | Bị đâm, mắc | To be pierced | [指に 棘が 刺さった 状態に 反して]、彼は 平気な 顔を していた。~に 反して | Trái với tình trạng bị cái gai đâm vào ngón tay, anh ấy vẫn giữ gương mặt bình thản. | Contrary to the state of having a thorn in his finger, he had a calm face. | ～とは反対に。 | Trái với... | Contrary to... | Tuần_5_Ngày_4_N2
肩 | kata | Kiên | Vai | Shoulder | [肩から 首に わたって]、ひどい 凝りを 感じて いる。~に わたって | Tôi cảm thấy bị mỏi (cứng cơ) rất nặng suốt từ vai cho đến cổ. | I feel severe stiffness throughout from my shoulder to my neck. | ～の範囲全体に。 | Suốt / Khắp... (thời gian, không gian). | Throughout... / Across... | Tuần_5_Ngày_4_N2
肩書き | katagaki | Kiên Thư | Chức danh | Job title | [立派な 肩書きに 反して]、彼の 仕事は 非常に 雑だった。~に 反して | Trái với chức danh hào nhoáng, công việc của anh ta lại cực kỳ cẩu thả. | Contrary to his impressive job title, his work was very careless. | ～とは反対に。 | Trái với... | Contrary to... | Tuần_5_Ngày_4_N2
